accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_023539555.1	0	97.73	0	145	k__Archaea (UID2)	103	0	1664649	85.75647752	223	754113	38.84907541	1941135	GB_GCA_023539395.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus arthurdayi	d__Archaea	p__Thermoproteota	c__Nitrososphaeria_A	o__Caldarchaeales	f__Wolframiiraptoraceae	g__Geocrenenecus	s__Geocrenenecus arthurdayi	not type material	none	f	49	49	50955	50955	28743	1	269	JAKCEO010000006.1	12786	1	111	JAKCEO010000045.1	270	246	8.46E-64	83.333	ASLU01000004.20830.23878	Archaea;Crenarchaeota;Nitrososphaeria;Caldiarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;Aigarchaeota archaeon SCGC AAA471-E16	8704	8704	f	f	t	11722	11722	Contig	ASM2353955v1	na	PRJNA791658	SAMN24311714	223	11722	USA: Yellowstone National Park	24.05.22	GCA_023539555.1	derived from metagenome	full	GC-06.bin.5	hot spring sediment from GC-06 spring	44.688757 N 110.727987 W	0	0	Thaumarchaeota archaeon	none	na	4	none	none	none	none	none	24.05.22	0	2026795	2	GC-06.bin.5	Montana State University	2026795	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thaumarchaeota;x__unclassified Thaumarchaeota;s__Thaumarchaeota archaeon	0	1941135	11	44	none	1941135	0	JAKCEO000000000.1	2236	223	7901	1	none	none	none	none	none	none	306	JAKCEO010000081.1	287	531	2.70E-149	100	EU240001.1.902	Archaea;Crenarchaeota;Nitrososphaeria;Caldiarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;uncultured crenarchaeote	0	20	44	0
GB_GCA_021786575.1	0	63.59	0	145	k__Archaea (UID2)	103	0	668557	88.49550611	2	442016	58.5087429	755470	GB_GCA_021786575.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021786575	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021786575	not type material	none	f	1	1	456079	456079	none	0	none	none	none	0	none	none	none	none	none	none	none	none	377735	377735	f	f	t	456079	456079	Contig	ASM2178657v1	na	PRJNA666025	SAMN20843002	2	456079	China: Dabaoshan Pyrite-Copper Mine; Guangdong Province	01.02.22	GCA_021786575.1	derived from metagenome	full	DBS2-4.bin21	acid mine drainage sediment	24.551902 N 113.745097 E	0	none	archaeon	none	na	none	none	none	none	none	none	01.02.22	0	1906665	none	DBS2-4.bin21	"Sun Yat-sen University, Guangzhou"	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	755470	none	none	none	755470	0	JAJYMY000000000.1	835	2	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	27	0
GB_GCA_023228295.1	0	90.85	4.47	234	p__Euryarchaeota (UID54)	153	11.11	2682758	86.66635869	187	1635466	52.83603431	3095501	GB_GCA_023228295.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp023228295	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanoregula	s__Methanoregula sp023228295	not type material	none	f	38	37	87038	87038	9042	1	1918	JALOBP010000108.1	26835	1	98	JALOBP010000037.1	1945	1513	0	81.234	MFRC01000048.6661.9844	Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria;Candidatus Magasanikbacteria bacterium RIFOXYD2_FULL_36_9	16552	17893	f	f	t	26425	26835	Scaffold	ASM2322829v1	na	PRJNA823399	SAMN27301914	187	26425	Canada: Waterloo	03.05.22	GCA_023228295.1	derived from metagenome	full	SO_2017_LW3 bin 26	leachate from a leachate well at an active municipal landfill in Southern Ontario	43.44 N 80.58 W	0	0	Methanoregula sp.	none	na	4	173	37	26835	15917	7966	03.05.22	14	2052170	1	SO_2017_LW3 bin 26	University of Waterloo	2052170	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;x__unclassified Methanoregula;s__Methanoregula sp.	140	3095501	11	48	none	3095361	0	JALOBP000000000.1	3319	173	65364	1	none	none	none	none	none	none	265	JALOBP010000004.1	264	427	3.11E-118	95.833	JF262335.1.1440	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;uncultured euryarchaeote	140	18	47	0
GB_GCA_021801935.1	0	76.32	3.74	149	k__Archaea (UID2)	107	28.57	1331834	89.64661236	304	488689	32.89552424	1485649	GB_GCA_021850625.1	f	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZOD01;s__JAJZOD01 sp021850625	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__CABMGC01	g__JAJZOD01	s__JAJZOD01 sp021850625	not type material	none	f	89	88	28455	28455	none	0	none	none	7398	1	104	JAKABF010000043.1	none	none	none	none	none	none	4886	5002	f	f	t	5232	5282	Scaffold	ASM2180193v1	na	PRJNA666025	SAMN20844051	304	5232	China: Wuhu Polymetallic Mine; Anhui Province	01.02.22	GCA_021801935.1	derived from metagenome	full	WH2.bin146	acid mine drainage sediment	31.082771 N 118.256504 E	0	none	Candidatus Micrarchaeota archaeon	none	na	none	297	88	5282	3566	2947	01.02.22	7	2250274	none	WH2.bin146	"Sun Yat-sen University, Guangzhou"	2250274	d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon	70	1485649	none	none	none	1485579	0	JAKABF000000000.1	1770	297	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	70	16	53	0
GB_GCA_022709205.1	54	90.2	4.41	234	p__Euryarchaeota (UID54)	153	66.67	1968216	87.9585925	407	1014926	45.60276422	2237662	GB_GCA_012520015.1	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp012520015	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__Methanospirillum sp012520015	not type material	none	f	44	32	67605	67605	6820	1	826	JAKIXF010000085.1	67605	1	114	JAKIXF010000001.1	821	1271	0	94.641	M81323.1.2910	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei	5468	6970	f	f	t	14558	20673	Scaffold	ASM2270920v1	na	PRJNA797469	SAMN25010656	407	14558	USA: Urbana	28.03.22	GCA_022709205.1	derived from metagenome	full	UR.bin265	anaerobic digester sludge	44 N 88 W	0	none	Methanospirillum sp.	none	na	none	321	32	20673	9028	3425	28.03.22	86	45200	none	UR.bin265	University of Illinois at Urbana-Champaign	45200	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;x__unclassified Methanospirillum;s__Methanospirillum sp.	12028	2237662	none	none	none	2225634	0	JAKIXF000000000.1	2397	321	6820	1	none	none	none	none	none	none	1466	JAKIXF010000085.1	1453	2673	0	99.862	FPLM01006498.3.1455	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;metagenome	12028	18	50	0
GB_GCA_023401385.1	0	90.32	1.27	187	p__Euryarchaeota (UID3)	124	33.33	1270391	89.92263371	186	798549	56.52403805	1412760	RS_GCF_000300255.2	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus alvus	not type material	none	f	53	53	32459	32459	5162	2	2628	JAEXEC010000106.1	32459	2	107	JAEXEC010000033.1	2628	4848	0	99.962	CP004049.305944.308845	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus Mx1201	7595	7595	f	f	t	9395	9395	Contig	ASM2340138v1	na	PRJNA682348	SAMN17044966	186	9395	Brazil: Belem	17.05.22	GCA_023401385.1	derived from metagenome	full	OH_HBB_185	feces	1.45583 S 48.50444 W	0	none	Euryarchaeota archaeon	none	na	none	none	none	none	none	none	17.05.22	0	2026739	none	OH_HBB_185	LNCC	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon	0	1412760	none	none	none	1412760	0	JAEXEC000000000.1	1507	186	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	38	0
GB_GCA_021162925.1	0	74.46	2.43	145	k__Archaea (UID2)	103	66.67	797943	95.23163348	152	486085	58.01250034	837897	GB_GCA_021162925.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JAGGXQ01;f__JAGGXQ01;g__JAGGXQ01;s__JAGGXQ01 sp021162925	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__JAGGXQ01	f__JAGGXQ01	g__JAGGXQ01	s__JAGGXQ01 sp021162925	not type material	none	f	44	44	23319	23319	6605	1	372	JAGGXQ010000091.1	none	0	none	none	364	318	2.52E-85	82.967	JQ085825.14669.17721	Archaea;Crenarchaeota;Nitrososphaeria;uncultured;uncultured archaeon W5-61a	5512	5512	f	f	t	6239	6239	Contig	ASM2116292v1	na	PRJNA713414	SAMN18353652	152	6239	Pacific Ocean: Mexico; Pescadero Basin	10.12.21	GCA_021162925.1	derived from metagenome	full	AUK156	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Thaumarchaeota archaeon	none	na	2	none	none	none	none	none	10.12.21	0	2026795	1	AUK156	California Institute of Technology	2026795	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thaumarchaeota;x__unclassified Thaumarchaeota;s__Thaumarchaeota archaeon	0	837897	11	35	none	837897	0	JAGGXQ000000000.1	1052	152	16112	1	none	none	none	none	none	none	683	JAGGXQ010000134.1	663	1158	0	98.19	AB302013.1.904	Archaea;Crenarchaeota;Nitrososphaeria;uncultured;uncultured archaeon	0	16	35	0
GB_GCA_021152645.1	0	91.94	0.81	187	p__Euryarchaeota (UID3)	124	0	1155374	91.96670211	76	604024	48.07975191	1256296	GB_GCA_006954405.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanarcanum;s__Methanarcanum hacksteinii	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanarcanum	s__Methanarcanum hacksteinii	not type material	none	f	16	16	75648	75648	31941	1	2893	JAGKVA010000010.1	5144	2	103	JAGKVA010000068.1	2799	3906	0	91.961	LJKL01000008.85245.88037	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Methanomassiliicoccales archaeon RumEn M2	16530	16530	t	f	f	26073	26073	Contig	ASM2115264v1	na	PRJNA691978	SAMN17967772	76	26073	USA: Georgia	10.12.21	GCA_021152645.1	derived from metagenome	full	pig4.38	pig feces	33.9354 N 83.3690 W	0	none	Methanomassiliicoccaceae archaeon	none	na	none	none	none	none	none	none	10.12.21	0	2052168	none	pig4.38	Georgia Institute of Technology	2052168	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon	0	1256296	none	none	none	1256296	0	JAGKVA000000000.1	1332	76	31941	1	none	none	none	none	none	none	1488	JAGKVA010000010.1	1435	2435	0	97.282	JN030719.1.1439	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;uncultured;uncultured archaeon	0	19	44	0
GB_GCA_019322475.1	0	88.71	1.87	149	k__Archaea (UID2)	107	0	1199861	89.76863195	87	571660	42.76923422	1336615	GB_GCA_019322475.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01 sp019322475	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__JACPBV01	g__JAHWHQ01	s__JAHWHQ01 sp019322475	not type material	none	f	18	18	64661	64661	20697	1	1280	JAHWIN010000060.1	none	0	none	none	401	484	8.51E-135	88.778	CEQE01094627.45822.48743	Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome	15363	15363	f	f	t	25229	25229	Contig	ASM1932247v1	na	PRJNA746083	SAMN20180962	87	25229	China: Rongcheng Nation Swan Nature Reserve	22.07.21	GCA_019322475.1	derived from metagenome	full	YT1_767	coastal marine sediment	37.350000 N 122.580005 E	0	0	Candidatus Woesearchaeota archaeon	none	na	2	none	none	none	none	none	22.07.21	0	2026803	0	YT1_767	Shenzhen Univeristy	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	1336615	11	34	none	1336615	0	JAHWIN000000000.1	1442	87	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	31	0
GB_GCA_021835135.1	0	74.19	2.02	187	p__Euryarchaeota (UID3)	124	100	1390300	88.65075251	173	599834	38.24864546	1568289	GB_GCA_021818675.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__GCA-000496135 sp021818675	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__GCA-000496135	s__GCA-000496135 sp021818675	not type material	none	f	40	40	63876	63876	none	0	none	none	5943	2	116	JAKBQQ010000103.1	none	none	none	none	none	none	9065	9279	f	f	t	10720	10775	Scaffold	ASM2183513v1	na	PRJNA666025	SAMN22939244	173	10720	China: Shuikoushan Lead-Zinc Mine; Hunan Province	01.02.22	GCA_021835135.1	derived from metagenome	full	SKS5.bin78	acid mine drainage sediment	26.533731 N 112.607945 E	0	none	Thermoplasmata archaeon	none	na	none	169	40	10775	6921	4602	01.02.22	4	1906666	none	SKS5.bin78	"Sun Yat-sen University, Guangzhou"	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	40	1568289	none	none	none	1568249	0	JAKBQQ000000000.1	1661	169	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	40	14	36	0
GB_GCA_025060995.1	0	88.79	6.54	149	k__Archaea (UID2)	107	42.86	1464358	89.98111104	189	635808	39.06880029	1627406	GB_GCA_011605825.1	f	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011605825	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__B29-G17	f__DSZF01	g__DSZF01	s__DSZF01 sp011605825	not type material	none	f	31	31	127818	127818	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8610	8610	f	f	t	12180	12180	Contig	ASM2506099v1	na	PRJNA819097	SAMN26898847	189	12180	USA: Washburn Spring; Yellowstone National Park; Wyoming	07.09.22	GCA_025060995.1	derived from metagenome	full	YNP-WB-062	hot spring sediment	44.376 N 110.69 W	0	0	archaeon YNP-WB-062	none	na	1	none	none	none	none	none	07.09.22	0	2928965	1	YNP-WB-062	Montana State University	2928965	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon YNP-WB-062	0	1627406	11	35	none	1627406	0	JANZJZ000000000.1	1941	189	2469	1	none	none	none	none	none	none	278	JANZJZ010000024.1	260	470	5.37E-131	99.231	U63338.1.1342	Archaea;Crenarchaeota;Thermoprotei;Geoarchaeales;uncultured crenarchaeote	0	15	35	0
GB_GCA_025059375.1	0	98.53	1.47	174	k__Archaea (UID146)	136	0	1306616	88.74453758	14	655486	44.52019718	1472334	GB_GCA_025059375.1	t	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp025059375	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Nezhaarchaeales	f__WYZ-LMO8	g__WYZ-LMO8	s__WYZ-LMO8 sp025059375	not type material	none	f	2	2	545650	545650	348670	1	3127	JANXDO010000003.1	206176	1	108	JANXDO010000004.1	2284	2032	0	83.1	X14835.2666.5723	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens	105166	105166	t	f	f	364439	364439	Contig	ASM2505937v1	na	PRJNA761511	SAMN30304933	14	364439	Malaysia: Sungkai; Perak	07.09.22	GCA_025059375.1	derived from metagenome	full	SKYB125	brown biofilm from alkaline hot spring	3.9956 N 101.3933 E	0	0	Candidatus Nezhaarchaeota archaeon	none	na	3	none	none	none	none	none	07.09.22	0	2571048	1	SKYB125	Universiti Teknologi Malaysia	2571048	d__Archaea;p__Candidatus Nezhaarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Nezhaarchaeota;x__unclassified Candidatus Nezhaarchaeota;s__Candidatus Nezhaarchaeota archaeon	0	1472334	11	49	none	1472334	0	JANXDO000000000.1	1525	14	348670	1	none	none	none	none	none	none	1502	JANXDO010000003.1	1342	2239	0	96.796	EU924230.1.1340	Archaea;Crenarchaeota;Thermoprotei;Terrestrial Miscellaneous Gp(TMCG);uncultured archaeon	0	19	49	0
GB_GCA_021827945.1	0	91.67	0.81	187	p__Euryarchaeota (UID3)	124	0	1616241	88.40139846	164	810533	44.33338001	1828298	GB_GCA_021827945.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021827945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__GCA-001856825	g__GCA-001856825	s__GCA-001856825 sp021827945	not type material	none	f	31	30	74000	74000	none	0	none	none	12783	1	117	JAKATW010000052.1	none	none	none	none	none	none	11147	11355	f	f	t	17265	17265	Scaffold	ASM2182794v1	na	PRJNA666025	SAMN20844609	164	17265	China: Yongping Copper Mine; Jiangxi Province	01.02.22	GCA_021827945.1	derived from metagenome	full	YP3.bin108	acid mine drainage sediment	28.191671 N 117.766791 E	0	none	Thermoplasmata archaeon	none	na	none	161	30	17265	8523	4586	01.02.22	3	1906666	none	YP3.bin108	"Sun Yat-sen University, Guangzhou"	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	30	1828298	none	none	none	1828268	0	JAKATW000000000.1	2012	161	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	30	17	40	0
GB_GCA_020356305.1	0	76.18	2.1	149	k__Archaea (UID2)	107	0	1278054	76.06585906	316	759522	46.07089435	1680194	GB_GCA_020356305.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__GCA-020356305;s__GCA-020356305 sp020356305	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__GCA-020356305	s__GCA-020356305 sp020356305	not type material	none	f	86	1	62678	1680194	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5217	1680194	f	f	t	5483	1680194	Chromosome	ASM2035630v1	na	PRJNA575161	SAMN17669730	316	5483	China:PRE	07.10.21	GCA_020356305.1	derived from metagenome	full	bin95	environmental208	22.1315 N 113.8055 E	1	0	Candidatus Bathyarchaeota archaeon	none	na	1	1	1	1680194	1680194	1680194	07.10.21	316	2026714	0	bin95	Tongji University	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	31600	1680194	11	33	none	1648594	0	none	1834	1	1680194	1	none	none	none	none	none	none	314	CP070636.1	312	549	7.67E-155	98.397	DQ641875.1.915	Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon	31600	13	33	0
GB_GCA_022839595.1	24	92.24	1.31	228	p__Euryarchaeota (UID49)	153	66.67	2018428	86.60513771	336	1219933	52.37865839	2330610	RS_GCF_000204415.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__Methanothrix soehngenii	not type material	none	f	55	52	98462	98462	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6931	7900	f	f	t	12754	13728	Scaffold	ASM2283959v1	na	PRJNA818325	SAMN26856820	336	12754	South Korea	08.04.22	GCA_022839595.1	derived from metagenome	full	7-NCT_001	Anaerobic digesters	35.1546243 N 128.0994027 E	0	none	Methanothrix sp.	none	na	none	295	52	13728	7232	3430	08.04.22	41	90426	none	7-NCT_001	Colorado State University	90426	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;x__unclassified Methanothrix;s__Methanothrix sp.	1521	2330610	none	none	none	2329089	0	JALHIT000000000.1	2595	295	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1521	19	38	0
GB_GCA_002252865.1	0	73.38	0.08	417	f__Halobacteriaceae (UID96)	263	0	1808999	85.63718313	28	1463573	69.28487469	2112399	RS_GCF_002114285.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum ezzemoulense	not type material	none	f	7	7	280045	280045	42929	1	2902	NHPC01000010.1	42929	1	117	NHPC01000010.1	2893	5265	0	99.516	NEDJ01000119.292.3184	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum ezzemoulense DSM 17463	75442	75442	f	f	t	93959	93959	Contig	ASM225286v1	na	PRJNA232799	SAMN02716042	28	93959	Iran: Aran-Bidgol	15.08.17	GCA_002252865.1	none	full	none	endorheic salt-lake	none	0	0	Halorubrum ezzemoulense	none	na	3	none	none	none	none	none	15.08.17	0	337243	1	Fb21	University of Conn.	337243	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum ezzemoulense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum ezzemoulense	0	2112399	11	26	none	2112399	0	NHPC00000000.1	2130	28	42929	1	none	none	none	none	none	none	1469	NHPC01000010.1	1469	2708	0	99.932	AB576126.1.1470	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum ezzemoulense	0	11	26	0
