replicon,protein,category,description,phylum,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,phylum_clean,family_clean,new_category
NZ_CP078064.1,NZ_CP078064.1_327,tail,COG3497 Phage tail sheath protein FI,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP078064.1,NZ_CP078064.1_335,tail,Phage tail protein (Tail_P2_I),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP078064.1,NZ_CP078064.1_336,tail,Baseplate J-like protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP078064.1,NZ_CP078064.1_337,tail,Baseplate J-like protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP078064.1,NZ_CP078064.1_338,tail,Phage baseplate assembly protein W,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP078064.1,NZ_CP078064.1_341,virion,Phage protein D,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Capsid & head
NZ_CP078065.1,NZ_CP078065.1_88,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP078065.1,NZ_CP078065.1_242,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP081959.1,NZ_CP081959.1_132,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP081959.1,NZ_CP081959.1_169,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP081959.1,NZ_CP081959.1_194,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP081959.1,NZ_CP081959.1_204,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP081959.1,NZ_CP081959.1_293,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP081960.1,NZ_CP081960.1_50,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP081960.1,NZ_CP081960.1_81,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP081960.1,NZ_CP081960.1_88,lysis,COG2303 Choline dehydrogenase and related flavoproteins,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP081960.1,NZ_CP081960.1_310,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP081960.1,NZ_CP081960.1_404,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP082247.1,NZ_CP082247.1_139,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_141,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_259,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_417,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_462,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_472,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_569,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_596,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP082247.1,NZ_CP082247.1_599,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Lysis & membrane
NZ_CP082247.1,NZ_CP082247.1_619,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_621,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_622,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_623,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082247.1,NZ_CP082247.1_724,packaging,chromosome segregation,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,DNA packaging
NZ_CP082248.1,NZ_CP082248.1_30,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP082248.1,NZ_CP082248.1_34,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP082248.1,NZ_CP082248.1_108,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_109,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_252,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_342,lysis,Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP082248.1,NZ_CP082248.1_343,lysis,Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP082248.1,NZ_CP082248.1_365,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_441,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP082248.1,NZ_CP082248.1_493,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_502,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP082248.1,NZ_CP082248.1_538,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP082248.1,NZ_CP082248.1_539,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP082248.1,NZ_CP082248.1_559,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_712,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_742,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP082248.1,NZ_CP082248.1_760,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_799,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_833,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP082248.1,NZ_CP082248.1_892,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP082248.1,NZ_CP082248.1_898,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082248.1,NZ_CP082248.1_978,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,Halobacteriota,Natrialbaceae,Integrase
NZ_CP082285.1,NZ_CP082285.1_81,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum rubrum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP082285.1,NZ_CP082285.1_84,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum rubrum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP082287.1,NZ_CP082287.1_8,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP082287.1,NZ_CP082287.1_166,lysis,COG2931 RTX toxins and related Ca2 -binding proteins,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP082287.1,NZ_CP082287.1_204,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP082287.1,NZ_CP082287.1_245,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP082288.1,NZ_CP082288.1_43,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP082288.1,NZ_CP082288.1_213,lysis,COG2303 Choline dehydrogenase and related flavoproteins,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP082288.1,NZ_CP082288.1_220,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP082288.1,NZ_CP082288.1_249,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP082289.1,NZ_CP082289.1_9,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP083664.1,NZ_CP083664.1_21,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097815,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP083664.1,NZ_CP083664.1_315,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097815,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP083664.1,NZ_CP083664.1_318,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097815,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP083664.1,NZ_CP083664.1_340,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097815,Halobacteriota,Haloferacaceae,Integrase
NZ_CP083667.1,NZ_CP083667.1_36,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP083667.1,NZ_CP083667.1_65,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP083667.1,NZ_CP083667.1_71,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Integrase
NZ_CP083667.1,NZ_CP083667.1_72,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Integrase
NZ_CP083667.1,NZ_CP083667.1_89,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Integrase
NZ_CP083667.1,NZ_CP083667.1_122,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Phage replication
NZ_CP083667.1,NZ_CP083667.1_191,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP083667.1,NZ_CP083667.1_398,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Integrase
NZ_CP083668.1,NZ_CP083668.1_6,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,Halobacteriota,Haloferacaceae,Integrase
