sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP135525.1	1	102915	0.5210124860321624	f8d9506fb4174f752eb24766c99ad9e2	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	CP030129	0.295981	Indioceanicola profundi	AH353	AR409	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135526.1	1	92150	0.5378296256104178	b2d8f1ed5f6413d2d7f629c4b8debc66	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_JADPQC010000006.1	1	201004	0.6371763745995105	02c58bf587f449b1374d3f2ded0db62f	-	-	-	-	-	-	-	-	non-mobilizable	CP021334	0.295981	Marinobacter salarius	AF616	AP593	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium sp009617995
NZ_JAKRVX010000010.1	1	83923	0.4792250038725975	8a990929cd92f93cd85c34a61956ed79	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Natronocalculus	s__Natronocalculus amylovorans
NZ_KJ619463.1	1	18285	0.6294777139732021	096d69e6cb01d3900b18d56e39b9bf00	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum distributum
NZ_KR189025.1	1	2520	0.6861111111111111	d286d2414ebcdd7bd8c0bc18a94965c2	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sp001482285
NZ_KX687704.1	1	50329	0.589203043970673	97b5d40b3c218641497a55f77785a9f9	-	-	-	-	-	-	-	-	non-mobilizable	CP003779	0.295981	Xanthomonas citri subsp. citri Aw12879	AD216	AM688	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_KX906370.1	1	163229	0.5852243487636926	9094d6afb0e6b1b077702f626fb164be	-	-	-	-	-	-	-	-	non-mobilizable	CP003779	0.295981	Xanthomonas citri subsp. citri Aw12879	AD216	AM688	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_LN831303.1	1	349522	0.5995302155515246	01306bf50adcd455701baa7a57dde759	-	-	-	-	-	-	-	-	non-mobilizable	CP000618	0.295981	Burkholderia vietnamiensis G4	AG724	AQ779	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831304.1	1	157757	0.5925632460049316	cd25861891a7b1e5908a02ac8b2286e7	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP012186	0.295981	Pseudonocardia sp. EC080619-01	AF126	AP041	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831305.1	1	112459	0.5650592660436248	dca5a889f8d424e503752139c6b0a5a1	-	-	-	-	-	-	-	-	non-mobilizable	NC_023068	0.295981	Streptomyces sp. F11	AG351	AQ382	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LR792633.1	1	5142	0.2926876701672501	fe94a462b58ab412b339fd5c8164d187	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus sp902827205
NZ_LT984489.1	1	7045	0.5054648687012065	6e46c9cac3dbaaa876d8fff00e6a071e	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NZ_LT984491.1	1	6213	0.5298567519716723	5f03ef018e782d2352e557a6e7827ee4	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NZ_MJCD01000017.1	1	48271	0.6144061651923515	13dabed1d213f9b04a30a47ae08f2e57	-	-	-	-	-	-	-	-	non-mobilizable	CP003779	0.295981	Xanthomonas citri subsp. citri Aw12879	AD216	AM688	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000019.1	1	38451	0.6181373696392811	996781ae33d34037a49b547e2c20c14b	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000020.1	1	35710	0.5864183702044246	0fb90e79ede5bae9fcbe8244a29725f4	-	-	-	-	-	-	-	-	non-mobilizable	CP045303	0.295981	Azotobacter salinestris	AG391	AQ422	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000028.1	1	16493	0.5085187655368945	802c91d936ef35ea2c047be6a897d410	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000041.1	1	7295	0.4779986291980809	57af43142c4f329a1ce17d2377117c90	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000052.1	1	2955	0.5001692047377326	33696317869a4d911c18519e815e83fd	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MN477947.1	1	23976	0.40362300692879205	1da9427589714105d433801aea10c6c1	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus abyssi
NZ_MN918441.1	1	154196	0.5800409867960259	759046b399feccf1c41e1067d5ecce3e	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP000929	0.295981	Caulobacter sp. K31	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918442.1	1	182942	0.5593630768221622	85cf298abef2e3b7b4c7ed349e74ea13	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918443.1	1	265979	0.6377082401242203	7a88c0580452d618ed1722eb93033a1e	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918444.1	1	51955	0.6189009719949957	bd9a391f2a73b9aee55d219c4b88b934	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_OX281346.1	1	103230	0.4597210113339146	4f3ba6cc10f97939a8cf01c0dc97ba8f	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NZ_QJOW01000005.1	1	168359	0.5853978700277384	78cf8a327caee3d6760eadd70d13c0cb	-	-	-	-	-	-	-	-	non-mobilizable	CP000929	0.295981	Caulobacter sp. K31	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000006.1	1	127365	0.5706512778235779	4c71ac5b2527fb16598bab0527bf0a60	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QKNW01000002.1	1	181532	0.5757882907696714	2c13e3459ee6f796da86dff2147922bb	-	-	-	-	-	-	-	-	non-mobilizable	CP024425	0.295981	Paracoccus yeei	AF901	AP909	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis longus
NZ_QKNW01000003.1	1	135622	0.5811004114376723	2c5846922db186b5beecf5ec6cc7c588	-	-	-	-	-	-	-	-	non-mobilizable	CP018855	0.295981	Xanthomonas citri pv. citri	AE450	AO231	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis longus
U95377.1	1	2128	0.6672932330827067	d8e1174f009644fa7678cbadf6eeb4d7	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
