protein_id	plasmid	cluster_id	cluster_rep
NZ_CP126155.1|NZ_CP126155.1_00127	NZ_CP126155.1	cluster_21286	NZ_CP119990.1|NZ_CP119990.1_00141
NZ_CP045490.1|NZ_CP045490.1_00065	NZ_CP045490.1	cluster_21286	NZ_CP119990.1|NZ_CP119990.1_00141
NZ_CP119990.1|NZ_CP119990.1_00147	NZ_CP119990.1	cluster_21287	NZ_CP119990.1|NZ_CP119990.1_00147
NZ_CP109981.1|NZ_CP109981.1_00016	NZ_CP109981.1	cluster_21287	NZ_CP119990.1|NZ_CP119990.1_00147
NZ_CP119990.1|NZ_CP119990.1_00148	NZ_CP119990.1	cluster_21288	NZ_CP119990.1|NZ_CP119990.1_00148
NZ_CP119990.1|NZ_CP119990.1_00150	NZ_CP119990.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP111037.1|NZ_CP111037.1_00126	NZ_CP111037.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP100459.1|NZ_CP100459.1_00047	NZ_CP100459.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP044524.1|NZ_CP044524.1_00497	NZ_CP044524.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP100452.1|NZ_CP100452.1_00053	NZ_CP100452.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP119810.1|NZ_CP119810.1_00280	NZ_CP119810.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP111039.1|NZ_CP111039.1_00031	NZ_CP111039.1	cluster_21289	NZ_CP119990.1|NZ_CP119990.1_00150
NZ_CP119990.1|NZ_CP119990.1_00152	NZ_CP119990.1	cluster_21290	NZ_CP119990.1|NZ_CP119990.1_00152
CP120469.1|CP120469.1_00097	CP120469.1	cluster_21290	NZ_CP119990.1|NZ_CP119990.1_00152
NZ_CP053942.1|NZ_CP053942.1_00030	NZ_CP053942.1	cluster_21290	NZ_CP119990.1|NZ_CP119990.1_00152
NZ_CP119990.1|NZ_CP119990.1_00153	NZ_CP119990.1	cluster_21291	NZ_CP119990.1|NZ_CP119990.1_00153
NZ_CP119990.1|NZ_CP119990.1_00156	NZ_CP119990.1	cluster_21292	NZ_CP119990.1|NZ_CP119990.1_00156
NZ_CP119990.1|NZ_CP119990.1_00157	NZ_CP119990.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
CP120469.1|CP120469.1_00315	CP120469.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
NZ_CP081960.1|NZ_CP081960.1_00118	NZ_CP081960.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
NZ_CP082288.1|NZ_CP082288.1_00181	NZ_CP082288.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
NZ_CP090372.1|NZ_CP090372.1_00112	NZ_CP090372.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
NZ_CP126155.1|NZ_CP126155.1_00267	NZ_CP126155.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
NZ_CP054588.1|NZ_CP054588.1_00225	NZ_CP054588.1	cluster_21293	NZ_CP119990.1|NZ_CP119990.1_00157
NZ_CP120472.1|NZ_CP120472.1_00101	NZ_CP120472.1	cluster_21471	NZ_CP120472.1|NZ_CP120472.1_00101
NZ_CP120472.1|NZ_CP120472.1_00119	NZ_CP120472.1	cluster_21472	NZ_CP120472.1|NZ_CP120472.1_00119
NZ_CP101826.1|NZ_CP101826.1_00252	NZ_CP101826.1	cluster_21472	NZ_CP120472.1|NZ_CP120472.1_00119
NZ_CP054589.1|NZ_CP054589.1_00003	NZ_CP054589.1	cluster_21472	NZ_CP120472.1|NZ_CP120472.1_00119
NZ_CP120472.1|NZ_CP120472.1_00124	NZ_CP120472.1	cluster_21473	NZ_CP120472.1|NZ_CP120472.1_00124
NZ_CP120472.1|NZ_CP120472.1_00125	NZ_CP120472.1	cluster_21474	NZ_CP120472.1|NZ_CP120472.1_00125
NZ_CP120472.1|NZ_CP120472.1_00126	NZ_CP120472.1	cluster_21475	NZ_CP120472.1|NZ_CP120472.1_00126
NZ_CP120472.1|NZ_CP120472.1_00127	NZ_CP120472.1	cluster_21476	NZ_CP120472.1|NZ_CP120472.1_00127
NZ_CP120472.1|NZ_CP120472.1_00130	NZ_CP120472.1	cluster_21477	NZ_CP120472.1|NZ_CP120472.1_00130
NZ_CP120472.1|NZ_CP120472.1_00133	NZ_CP120472.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP119783.1|NZ_CP119783.1_00434	NZ_CP119783.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP119792.1|NZ_CP119792.1_00509	NZ_CP119792.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP031304.1|CP031304.1_00503	CP031304.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP046867.1|CP046867.1_00260	CP046867.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP040680.1|CP040680.1_00075	CP040680.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_019967.1|NC_019967.1_00302	NC_019967.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP031306.1|NZ_CP031306.1_00325	NZ_CP031306.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP031312.1|NZ_CP031312.1_00329	NZ_CP031312.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP058530.1|NZ_CP058530.1_00184	NZ_CP058530.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP095398.1|NZ_CP095398.1_00395	NZ_CP095398.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_014735.1|NC_014735.1_00154	NC_014735.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_015658.1|NC_015658.1_00017	NC_015658.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP040332.1|NZ_CP040332.1_00149	NZ_CP040332.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP127175.1|NZ_CP127175.1_00070	NZ_CP127175.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP101826.1|NZ_CP101826.1_00180	NZ_CP101826.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_014254.1|NC_014254.1_00059	NC_014254.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP054708.1|NZ_CP054708.1_00440	NZ_CP054708.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP111037.1|NZ_CP111037.1_00140	NZ_CP111037.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP111040.1|NZ_CP111040.1_00207	NZ_CP111040.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP119810.1|NZ_CP119810.1_00331	NZ_CP119810.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP002989.1|CP002989.1_00587	CP002989.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP046868.1|CP046868.1_00062	CP046868.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP040681.1|CP040681.1_00001	CP040681.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP083670.1|NZ_CP083670.1_00033	NZ_CP083670.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP083665.1|NZ_CP083665.1_00033	NZ_CP083665.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_MN918444.1|NZ_MN918444.1_00036	NZ_MN918444.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP050015.1|CP050015.1_00207	CP050015.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP119800.1|NZ_CP119800.1_00082	NZ_CP119800.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP089594.1|NZ_CP089594.1_00009	NZ_CP089594.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_017944.1|NC_017944.1_00141	NC_017944.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP007554.1|NZ_CP007554.1_00377	NZ_CP007554.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP011949.1|NZ_CP011949.1_00008	NZ_CP011949.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP063207.1|NZ_CP063207.1_00099	NZ_CP063207.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP078064.1|NZ_CP078064.1_00036	NZ_CP078064.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP007058.1|NZ_CP007058.1_00172	NZ_CP007058.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP119800.1|NZ_CP119800.1_00046	NZ_CP119800.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP095493.1|NZ_CP095493.1_00157	NZ_CP095493.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_013747.1|NC_013747.1_00069	NC_013747.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP019328.1|NZ_CP019328.1_00010	NZ_CP019328.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP031307.1|NZ_CP031307.1_00204	NZ_CP031307.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP069190.1|NZ_CP069190.1_00133	NZ_CP069190.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP084320.1|NZ_CP084320.1_00060	NZ_CP084320.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP045491.1|NZ_CP045491.1_00067	NZ_CP045491.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP010530.1|NZ_CP010530.1_00227	NZ_CP010530.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_015944.1|NC_015944.1_00358	NC_015944.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP044526.1|NZ_CP044526.1_00049	NZ_CP044526.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP010530.1|NZ_CP010530.1_00043	NZ_CP010530.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_015944.1|NC_015944.1_00166	NC_015944.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP073369.1|NZ_CP073369.1_00228	NZ_CP073369.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP039137.1|NZ_CP039137.1_00311	NZ_CP039137.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP078065.1|NZ_CP078065.1_00054	NZ_CP078065.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP031307.1|NZ_CP031307.1_00108	NZ_CP031307.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP019069.1|NZ_CP019069.1_00078	NZ_CP019069.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP045491.1|NZ_CP045491.1_00156	NZ_CP045491.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP095493.1|NZ_CP095493.1_00181	NZ_CP095493.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP035120.1|NZ_CP035120.1_00137	NZ_CP035120.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP119805.1|CP119805.1_00145	CP119805.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP126155.1|NZ_CP126155.1_00326	NZ_CP126155.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP120469.1|CP120469.1_00227	CP120469.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP126155.1|NZ_CP126155.1_00004	NZ_CP126155.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP039137.1|NZ_CP039137.1_00130	NZ_CP039137.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP073368.1|NZ_CP073368.1_00540	NZ_CP073368.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_014732.1|NC_014732.1_00180	NC_014732.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP058530.1|NZ_CP058530.1_00242	NZ_CP058530.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP100459.1|NZ_CP100459.1_00014	NZ_CP100459.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP100452.1|NZ_CP100452.1_00021	NZ_CP100452.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP104744.1|NZ_CP104744.1_00078	NZ_CP104744.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP063206.1|NZ_CP063206.1_00360	NZ_CP063206.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP111037.1|NZ_CP111037.1_00161	NZ_CP111037.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
CP120469.1|CP120469.1_00317	CP120469.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP090372.1|NZ_CP090372.1_00109	NZ_CP090372.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP126155.1|NZ_CP126155.1_00264	NZ_CP126155.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP007554.1|NZ_CP007554.1_00303	NZ_CP007554.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_013966.1|NC_013966.1_00195	NC_013966.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NC_017944.1|NC_017944.1_00215	NC_017944.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP011949.1|NZ_CP011949.1_00239	NZ_CP011949.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP063207.1|NZ_CP063207.1_00028	NZ_CP063207.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP104743.1|NZ_CP104743.1_00239	NZ_CP104743.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP106968.1|NZ_CP106968.1_00003	NZ_CP106968.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP119990.1|NZ_CP119990.1_00160	NZ_CP119990.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP082288.1|NZ_CP082288.1_00183	NZ_CP082288.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP081960.1|NZ_CP081960.1_00116	NZ_CP081960.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP054588.1|NZ_CP054588.1_00223	NZ_CP054588.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP095483.1|NZ_CP095483.1_00129	NZ_CP095483.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP089594.1|NZ_CP089594.1_00169	NZ_CP089594.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP090372.1|NZ_CP090372.1_00024	NZ_CP090372.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP126159.1|NZ_CP126159.1_00195	NZ_CP126159.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP019068.1|NZ_CP019068.1_00093	NZ_CP019068.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP019069.1|NZ_CP019069.1_00062	NZ_CP019069.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP058580.1|NZ_CP058580.1_00210	NZ_CP058580.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP111040.1|NZ_CP111040.1_00239	NZ_CP111040.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP054708.1|NZ_CP054708.1_00208	NZ_CP054708.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP126162.1|NZ_CP126162.1_00314	NZ_CP126162.1	cluster_21478	NZ_CP120472.1|NZ_CP120472.1_00133
NZ_CP120472.1|NZ_CP120472.1_00149	NZ_CP120472.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NC_010369.1|NC_010369.1_00061	NC_010369.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NC_002608.1|NC_002608.1_00346	NC_002608.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP031306.1|NZ_CP031306.1_00568	NZ_CP031306.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP027032.1|NZ_CP027032.1_00119	NZ_CP027032.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP063206.1|NZ_CP063206.1_00169	NZ_CP063206.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP095399.1|NZ_CP095399.1_00073	NZ_CP095399.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP096020.1|NZ_CP096020.1_00234	NZ_CP096020.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP100449.1|NZ_CP100449.1_00066	NZ_CP100449.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_MN918442.1|NZ_MN918442.1_00091	NZ_MN918442.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP098520.1|NZ_CP098520.1_00180	NZ_CP098520.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP034146.1|NZ_CP034146.1_00038	NZ_CP034146.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP040331.1|NZ_CP040331.1_00055	NZ_CP040331.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP054590.1|NZ_CP054590.1_00063	NZ_CP054590.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP082287.1|NZ_CP082287.1_00106	NZ_CP082287.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP104742.1|NZ_CP104742.1_00247	NZ_CP104742.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP106969.1|NZ_CP106969.1_00038	NZ_CP106969.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP063206.1|NZ_CP063206.1_00316	NZ_CP063206.1	cluster_21479	NZ_CP120472.1|NZ_CP120472.1_00149
NZ_CP120472.1|NZ_CP120472.1_00162	NZ_CP120472.1	cluster_21480	NZ_CP120472.1|NZ_CP120472.1_00162
NZ_CP120472.1|NZ_CP120472.1_00163	NZ_CP120472.1	cluster_21481	NZ_CP120472.1|NZ_CP120472.1_00163
NZ_CP119783.1|NZ_CP119783.1_00458	NZ_CP119783.1	cluster_21481	NZ_CP120472.1|NZ_CP120472.1_00163
NZ_CP120472.1|NZ_CP120472.1_00165	NZ_CP120472.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP119783.1|NZ_CP119783.1_00460	NZ_CP119783.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP119792.1|NZ_CP119792.1_00480	NZ_CP119792.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP040638.1|NZ_CP040638.1_00048	NZ_CP040638.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NC_019967.1|NC_019967.1_00153	NC_019967.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP082247.1|NZ_CP082247.1_00704	NZ_CP082247.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NC_019967.1|NC_019967.1_00292	NC_019967.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP031304.1|CP031304.1_00915	CP031304.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP040680.1|CP040680.1_00062	CP040680.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP046867.1|CP046867.1_00274	CP046867.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP082247.1|NZ_CP082247.1_00790	NZ_CP082247.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP054708.1|NZ_CP054708.1_00502	NZ_CP054708.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP127175.1|NZ_CP127175.1_00066	NZ_CP127175.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP095398.1|NZ_CP095398.1_00399	NZ_CP095398.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP119805.1|CP119805.1_00168	CP119805.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP035120.1|NZ_CP035120.1_00154	NZ_CP035120.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP044524.1|NZ_CP044524.1_00037	NZ_CP044524.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP119810.1|NZ_CP119810.1_00305	NZ_CP119810.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP101826.1|NZ_CP101826.1_00214	NZ_CP101826.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP120472.1|NZ_CP120472.1_00164	NZ_CP120472.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP119783.1|NZ_CP119783.1_00459	NZ_CP119783.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP119792.1|NZ_CP119792.1_00481	NZ_CP119792.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP040680.1|CP040680.1_00061	CP040680.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP031304.1|CP031304.1_00913	CP031304.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP046867.1|CP046867.1_00275	CP046867.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NC_019967.1|NC_019967.1_00291	NC_019967.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP082247.1|NZ_CP082247.1_00791	NZ_CP082247.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP040638.1|NZ_CP040638.1_00049	NZ_CP040638.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NC_019967.1|NC_019967.1_00152	NC_019967.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP082247.1|NZ_CP082247.1_00703	NZ_CP082247.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP127175.1|NZ_CP127175.1_00065	NZ_CP127175.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP054708.1|NZ_CP054708.1_00501	NZ_CP054708.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP095398.1|NZ_CP095398.1_00398	NZ_CP095398.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP101826.1|NZ_CP101826.1_00213	NZ_CP101826.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP119810.1|NZ_CP119810.1_00306	NZ_CP119810.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
CP119805.1|CP119805.1_00169	CP119805.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP035120.1|NZ_CP035120.1_00155	NZ_CP035120.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP044524.1|NZ_CP044524.1_00038	NZ_CP044524.1	cluster_21482	NZ_CP120472.1|NZ_CP120472.1_00165
NZ_CP120472.1|NZ_CP120472.1_00168	NZ_CP120472.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP119783.1|NZ_CP119783.1_00463	NZ_CP119783.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP119792.1|NZ_CP119792.1_00477	NZ_CP119792.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NC_014735.1|NC_014735.1_00167	NC_014735.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP054708.1|NZ_CP054708.1_00293	NZ_CP054708.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP127175.1|NZ_CP127175.1_00078	NZ_CP127175.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NC_019967.1|NC_019967.1_00168	NC_019967.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP040638.1|NZ_CP040638.1_00045	NZ_CP040638.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP031306.1|NZ_CP031306.1_00462	NZ_CP031306.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP082247.1|NZ_CP082247.1_00709	NZ_CP082247.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP095398.1|NZ_CP095398.1_00402	NZ_CP095398.1	cluster_21483	NZ_CP120472.1|NZ_CP120472.1_00168
NZ_CP120472.1|NZ_CP120472.1_00190	NZ_CP120472.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP040332.1|NZ_CP040332.1_00095	NZ_CP040332.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP111041.1|NZ_CP111041.1_00290	NZ_CP111041.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP031306.1|NZ_CP031306.1_00516	NZ_CP031306.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP045490.1|NZ_CP045490.1_00154	NZ_CP045490.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NC_019976.1|NC_019976.1_00164	NC_019976.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP081960.1|NZ_CP081960.1_00400	NZ_CP081960.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP082248.1|NZ_CP082248.1_00943	NZ_CP082248.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NC_013923.1|NC_013923.1_00265	NC_013923.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NC_017944.1|NC_017944.1_00342	NC_017944.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NC_013964.1|NC_013964.1_00344	NC_013964.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP007554.1|NZ_CP007554.1_00172	NZ_CP007554.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP011948.1|NZ_CP011948.1_00059	NZ_CP011948.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP063206.1|NZ_CP063206.1_00342	NZ_CP063206.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
NZ_CP063206.1|NZ_CP063206.1_00538	NZ_CP063206.1	cluster_21484	NZ_CP120472.1|NZ_CP120472.1_00190
